src word,tgt word,src slot,src predicted MSD,tgt slot,tgt predicted MSD,src apertium tags,tgt apertium tags,annotation
loistoni,loistoa,0_16,N;GEN;SG,0_3,N;PRT;SG,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;sg;par,ERR_TGT_SLOT_ERROR
painosta,painot,0_17,N;IN+ABL;SG,0_13,ADJ;NOM;PL,n;sg;ela - n;sg;par - verb;actv;imp;p2;sg - verb;actv;pri;conneg,n;pl;nom,ERR_TGT_SLOT_ERROR
vaaria,vaari,1_21,N;PRT;PL,1_4,V;ACT;PST;POS;IND;3;SG,n;sg;par,adv; - n;sg;nom,ERR_SRC_SLOT_ERROR
tottelette,tottelevat,1_23,V;ACT;PRS;POS;IND;2;PL,1_16,V;ACT;PRS;POS;IND;3;PL,verb;actv;pri;p2;pl,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,C
lasteni,lastenne,0_16,N;GEN;SG,0_5,N;NOM;SG,n;pl;gen;px1sg,n;pl;gen;px2pl,SRC_SLOT_ERROR;TGT_SLOT_ERROR
voi,voinut,1_11,V;ACT;PRS;POS;IND,1_7,V;ACT;PST;POS;IND;SG,ij; - n;sg;nom - vaux;actv;imp;p2;sg - vaux;actv;pri;conneg - vaux;actv;past;p3;sg - vaux;actv;pri;p3;sg - verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;past;p3;sg - verb;actv;pri;p3;sg,vaux;actv;past;sg;conneg - vaux;actv;pp;pst;sg;nom - verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,C
sairaassa,sairaaksi,0_7,N;IN+ESS;SG,0_2,ADJ;TRANS;SG,adj;pst;sg;ine,adj;pst;sg;tra,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sallin,sallikaa,1_3,V;ACT;PST;POS;IND;1;SG,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;pri;p1;sg - verb;actv;past;p1;sg,verb;actv;imp;p2;pl,C
baarak,baarakista,1_11,V;ACT;PRS;POS;IND,1_14,N;IN+ABL;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
tarkastanut,tarkastat,1_7,V;ACT;PST;POS;IND;SG,1_9,V;ACT;PRS;POS;IND;2;SG,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,verb;actv;pri;p2;sg,C
elisalle,elisaan,0_6,N;AT+ALL;SG,0_9,N;IN+ALL;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
lausu,lausunut,1_11,V;ACT;PRS;POS;IND,1_7,V;ACT;PST;POS;IND;SG,verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,ERR_SRC_SLOT_ERROR
naabalin,naabal,1_3,V;ACT;PST;POS;IND;1;SG,1_11,V;ACT;PRS;POS;IND,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
poistunut,poistukaa,1_7,V;ACT;PST;POS;IND;SG,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,verb;actv;imp;p2;pl,C
absalomille,absalomista,1_15,N;AT+ALL;PL,1_14,N;IN+ABL;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kansat,kansassa,0_13,ADJ;NOM;PL,0_7,N;IN+ESS;SG,n;pl;nom,n;sg;ine,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sieluni,sielu,0_16,N;GEN;SG,0_1,ADJ;NOM;SG,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;sg;nom,ERR_TGT_SLOT_ERROR
noomilla,noomin,0_18,N;AT+ESS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
pätsi,pätsin,0_1,ADJ;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;nom,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
osaan,osana,0_9,N;IN+ALL;SG,0_14,ADJ;FRML;SG,n;sg;ill - vaux;actv;pri;p1;sg,n;sg;ess,ERR_TGT_SLOT_ERROR
selitystä,selitys,0_4,V;ACT;PRS;POS;IMP;2;SG,0_1,ADJ;NOM;SG,n;sg;par - verb;pasv;pp;pst;sg;ela,n;sg;nom,ERR_TGT_SLOT_ERROR
kärsi,kärsimme,0_1,ADJ;NOM;SG,0_10,V;ACT;PRS;POS;IND;1;PL,verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;past;p3;sg,verb;actv;pri;p1;pl - verb;actv;past;p1;pl,SRC_SLOT_ERROR
viinipuunsa,viinipuu,0_12,N;NOM;PL,0_1,ADJ;NOM;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;nom,ERR_TGT_SLOT_ERROR
ofrassa,ofraan,0_7,N;IN+ESS;SG,0_9,N;IN+ALL;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
antakaa,antaen,1_22,V;ACT;PRS;POS;IMP;2;PL,1_10,V;ACT;INS;SG,verb;actv;imp;p2;pl,verb;actv;infe;sg;ins,C
veljet,veljelle,0_13,ADJ;NOM;PL,0_6,N;AT+ALL;SG,n;pl;nom,n;sg;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
viisaudella,viisaudelle,0_18,N;AT+ESS;SG,0_6,N;AT+ALL;SG,n;sg;ade,n;sg;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
antaen,antaa,1_10,V;ACT;INS;SG,1_1,V;NFIN,verb;actv;infe;sg;ins,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,C
vannotte,vannoko,1_23,V;ACT;PRS;POS;IND;2;PL,1_6,V;ACT;PRS;POS;IMP,verb;actv;pri;p2;pl,verb;actv;imp;conneg,C
monina,monin,0_14,ADJ;FRML;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;use_blacklist;sg;ess - prn;pl;ess,n;use_blacklist;sg;gen - prn;pl;ins,SRC_SLOT_ERROR;TGT_SLOT_ERROR
ahdistaneet,ahdistanut,1_12,V.PTCP;ACT;PST,1_7,V;ACT;PST;POS;IND;SG,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,MAPPED_POS_PAIR_ERROR
isaskarille,isaskaria,1_15,N;AT+ALL;PL,1_21,N;PRT;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
rakennus,rakennu,0_1,ADJ;NOM;SG,0_1,ADJ;NOM;SG,n;sg;nom,verb;actv;imp;p2;sg - verb;actv;pri;conneg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
nisu,nisusi,0_1,ADJ;NOM;SG,0_19,V;ACT;PRS;POS;COND,n;sg;nom,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
musertaa,musertakoon,1_1,V;NFIN,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg,verb;actv;imp;p3;sg,C
sijalle,sijana,0_6,N;AT+ALL;SG,0_14,ADJ;FRML;SG,n;sg;all,n;sg;ess,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tyhjistä,tyhjin,0_4,V;ACT;PRS;POS;IMP;2;SG,0_0,V;ACT;PRS;POS;IND;1;SG,adj;pst;pl;ela - n;pl;ela,adj;pst;pl;ins - adj;sup;sg;nom - n;pl;ins,SRC_SLOT_ERROR;TGT_SLOT_ERROR
kansanheimoille,kansanheimoja,1_15,N;AT+ALL;PL,1_1,V;NFIN,n;pl;all,n;pl;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
salamansa,salamat,0_12,N;NOM;PL,0_13,ADJ;NOM;PL,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;pl;nom,ERR_TGT_SLOT_ERROR
vanhemmillenne,vanhemmilleen,0_5,N;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,adj;comp;pl;all;px2pl - n;pl;all;px2pl,adj;comp;pl;all;px3sp - n;pl;all;px3sp,SRC_SLOT_ERROR;TGT_SLOT_ERROR
istun,istukoon,1_3,V;ACT;PST;POS;IND;1;SG,1_17,V;ACT;PRS;POS;IMP;3;SG,verb;actv;pri;p1;sg,verb;actv;imp;p3;sg,SRC_SLOT_ERROR
panen,panee,1_3,V;ACT;PST;POS;IND;1;SG,1_0,V;ACT;PRS;POS;IND;3;SG,verb;actv;pri;p1;sg,verb;actv;pri;p3;sg,SRC_SLOT_ERROR
synnistä,synnin,0_4,V;ACT;PRS;POS;IMP;2;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;ela,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
riisukoon,riisut,1_17,V;ACT;PRS;POS;IMP;3;SG,1_9,V;ACT;PRS;POS;IND;2;SG,verb;actv;imp;p3;sg,verb;actv;pri;p2;sg,C
kiellät,kiellän,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,verb;actv;pri;p2;sg,verb;actv;pri;p1;sg,SRC_SLOT_ERROR
epäjumalankuvat,epäjumalankuvansa,0_13,ADJ;NOM;PL,0_12,N;NOM;PL,n;pl;nom,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,ERR_SRC_SLOT_ERROR
leevistä,leeville,0_4,V;ACT;PRS;POS;IMP;2;SG,0_6,N;AT+ALL;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
puhu,puhuva,1_11,V;ACT;PRS;POS;IND,1_2,V.PTCP;ACT;PRS,verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,ERR_SRC_SLOT_ERROR
jaksavat,jaksanut,1_16,V;ACT;PRS;POS;IND;3;PL,1_7,V;ACT;PST;POS;IND;SG,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,C
vieraana,vieraasta,0_14,ADJ;FRML;SG,0_17,N;IN+ABL;SG,adj;pst;sg;ess - n;sg;ess,adj;pst;sg;ela - n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
nuorukaisenne,nuorukaiselle,0_5,N;NOM;SG,0_6,N;AT+ALL;SG,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,n;sg;all,ERR_TGT_SLOT_ERROR
neuvon,neuvoa,0_0,V;ACT;PRS;POS;IND;1;SG,0_3,N;PRT;SG,n;sg;gen - verb;actv;pri;p1;sg,n;sg;par - verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,MAPPED_POS_PAIR_ERROR
kaitsee,kaitsen,1_0,V;ACT;PRS;POS;IND;3;SG,1_3,V;ACT;PST;POS;IND;1;SG,verb;actv;pri;p3;sg - verb;actv;pri;p3;sg,verb;actv;pri;p1;sg - verb;actv;pri;p1;sg,TGT_SLOT_ERROR
palvelijattareni,palvelijattarenne,0_16,N;GEN;SG,0_5,N;NOM;SG,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,C
vahvistakaa,vahvistaneet,1_22,V;ACT;PRS;POS;IMP;2;PL,1_12,V.PTCP;ACT;PST,verb;actv;imp;p2;pl,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom,MAPPED_POS_PAIR_ERROR
vanhalle,vanhassa,0_6,N;AT+ALL;SG,0_7,N;IN+ESS;SG,adj;pst;sg;all - n;sg;all,adj;pst;sg;ine - n;sg;ine,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sapattia,sapatti,0_3,N;PRT;SG,0_1,ADJ;NOM;SG,n;sg;par,n;sg;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
sodoman,sodomaan,0_0,V;ACT;PRS;POS;IND;1;SG,0_9,N;IN+ALL;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
beeri,beer,1_4,V;ACT;PST;POS;IND;3;SG,1_11,V;ACT;PRS;POS;IND,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
kadotukseksi,kadotukseen,0_2,ADJ;TRANS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;tra,verb;pasv;pp;pst;sg;tra;px3sp - n;sg;ill,ERR_SRC_SLOT_ERROR
purkanut,purkaa,1_7,V;ACT;PST;POS;IND;SG,1_1,V;NFIN,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,n;sg;par - verb;actv;infa;pl;lat - verb;actv;infa;sg;lat - verb;actv;pri;p3;sg - verb;actv;imp;p2;pl,C
vuoria,vuorista,0_3,N;PRT;SG,0_17,N;IN+ABL;SG,n;sg;par - n;pl;par,adj;pst;sg;par - n;sg;ela - n;pl;ela - adj;pst;sg;par,C
nebolle,nebo,0_6,N;AT+ALL;SG,0_1,ADJ;NOM;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
tyttäristä,tyttärille,0_4,V;ACT;PRS;POS;IMP;2;SG,0_6,N;AT+ALL;SG,n;pl;ela,n;pl;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kauttamme,kauttaan,0_10,V;ACT;PRS;POS;IND;1;PL,0_9,N;IN+ALL;SG,n;sg;par;px1pl - post;px1pl,n;sg;par;px3sp - post;px3sp,SRC_SLOT_ERROR;TGT_SLOT_ERROR
viiniksi,viiniä,0_2,ADJ;TRANS;SG,0_3,N;PRT;SG,n;sg;tra - n;pl;tra,n;sg;par - n;pl;par,SRC_SLOT_ERROR
olevaan,olevalla,0_9,N;IN+ALL;SG,0_18,N;AT+ESS;SG,adj;pst;sg;ill - vaux;actv;pprs;pst;sg;ill - verb;actv;pprs;pst;sg;ill,adj;pst;sg;ade - vaux;actv;pprs;pst;sg;ade - verb;actv;pprs;pst;sg;ade,SRC_SLOT_ERROR;TGT_SLOT_ERROR
muuttua,muuttunut,1_1,V;NFIN,1_7,V;ACT;PST;POS;IND;SG,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,C
teistänsä,teistäsi,0_8,ADJ;GEADJ;SG,0_19,V;ACT;PRS;POS;COND,adj;pst;sg;par;px3sp - n;pl;ela;px3sp - n;pl;ela;px3sp,adj;pst;sg;par;px2sg - n;pl;ela;px2sg - n;pl;ela;px2sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
huolia,huoli,1_1,V;NFIN,1_11,V;ACT;PRS;POS;IND,n;pl;par - verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,n;sg;nom - verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;past;p3;sg,C
maakuntansa,maakuntaan,0_12,N;NOM;PL,0_9,N;IN+ALL;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;ill,ERR_TGT_SLOT_ERROR
maanpiirille,maanpiiriä,0_6,N;AT+ALL;SG,0_3,N;PRT;SG,n;sg;all,n;sg;par,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
valonsa,valoa,0_12,N;NOM;PL,0_3,N;PRT;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;par,ERR_TGT_SLOT_ERROR
vahvistuisi,vahvistuu,1_13,V;ACT;PRS;POS;COND;3;SG,1_0,V;ACT;PRS;POS;IND;3;SG,verb;actv;cni;conneg - verb;actv;cni;p3;sg,verb;actv;pri;p3;sg,C
maaherralle,maaherran,0_6,N;AT+ALL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;all,n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
huipussa,huipun,0_7,N;IN+ESS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,adj;pst;sg;ine - n;sg;ine,adj;pst;sg;gen - n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
asettuivat,asettunut,1_5,V;ACT;PST;POS;IND;3;PL,1_7,V;ACT;PST;POS;IND;SG,verb;actv;past;p3;pl,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,C
nuorukaiseen,nuorukaisenne,0_0,V;ACT;PRS;POS;IND;1;SG,0_5,N;NOM;SG,n;sg;ill,n;pl;nom;px2pl - n;sg;gen;px2pl - n;sg;nom;px2pl,ERR_SRC_SLOT_ERROR
sanokaa,sanova,1_22,V;ACT;PRS;POS;IMP;2;PL,1_2,V.PTCP;ACT;PRS,verb;actv;imp;p2;pl,verb;actv;pprs;pst;sg;nom,MAPPED_POS_PAIR_ERROR
koskeva,koskenut,1_2,V.PTCP;ACT;PRS,1_7,V;ACT;PST;POS;IND;SG,verb;actv;pprs;pst;sg;nom - adj;pst;sg;nom,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom,MAPPED_POS_PAIR_ERROR
allaan,allasi,0_9,N;IN+ALL;SG,0_19,V;ACT;PRS;POS;COND,post;px3sp,post;px2sg,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR
vaimolta,vaimot,0_11,N;AT+ABL;SG,0_13,ADJ;NOM;PL,n;sg;abl,n;pl;nom,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kauhistua,kauhistuta,1_1,V;NFIN,1_1,V;NFIN,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,verb;pasv;pri;impers;conneg - verb;actv;imp;p2;sg - verb;actv;pri;conneg,TGT_SLOT_ERROR
isät,isästä,0_13,ADJ;NOM;PL,0_4,V;ACT;PRS;POS;IMP;2;SG,n;pl;nom,n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
saakoot,saa,1_20,V;ACT;PRS;POS;IMP;3;PL,1_11,V;ACT;PRS;POS;IND,verb;actv;imp;p3;pl,verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;pri;p3;sg,ERR_TGT_SLOT_ERROR
tilani,tilamme,0_16,N;GEN;SG,0_10,V;ACT;PRS;POS;IND;1;PL,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;pl;nom;px1pl - n;sg;gen;px1pl - n;sg;nom;px1pl,ERR_TGT_SLOT_ERROR
katkea,katkesi,0_3,N;PRT;SG,0_19,V;ACT;PRS;POS;COND,verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;past;p3;sg,ERR_SRC_SLOT_ERROR
vuodattako,vuodattakaa,1_6,V;ACT;PRS;POS;IMP,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;imp;conneg,verb;actv;imp;p2;pl,C
estaoliin,estaolista,1_8,N;IN+ALL;PL,1_14,N;IN+ABL;PL,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
arpaosalle,arpaosan,0_6,N;AT+ALL;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;nom;cmp;n;sg;all,n;sg;nom;cmp;n;sg;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
anoneet,anoa,1_12,V.PTCP;ACT;PST,1_1,V;NFIN,verb;actv;past;pl;conneg - verb;actv;pp;pst;pl;nom - adj;pst;pl;nom,verb;actv;infa;pl;lat - verb;actv;infa;sg;lat,MAPPED_POS_PAIR_ERROR
korvauksena,korvaukseksi,0_14,ADJ;FRML;SG,0_2,ADJ;TRANS;SG,n;sg;ess,n;sg;tra,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
lausuvat,lausuu,1_16,V;ACT;PRS;POS;IND;3;PL,1_0,V;ACT;PRS;POS;IND;3;SG,verb;actv;pprs;pst;pl;nom - verb;actv;pri;p3;pl,verb;actv;pri;p3;sg,C
arvoni,arvonsa,0_16,N;GEN;SG,0_12,N;NOM;PL,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,C
nai,nainut,1_11,V;ACT;PRS;POS;IND,1_7,V;ACT;PST;POS;IND;SG,verb;actv;imp;p2;sg - verb;actv;pri;conneg - verb;actv;past;p3;sg - verb;actv;pri;p3;sg,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom - n;sg;nom,C
häpeänsä,häpeää,0_8,ADJ;GEADJ;SG,0_3,N;PRT;SG,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;sg;par - verb;actv;pri;p3;sg,SRC_SLOT_ERROR
reajan,reajalle,0_0,V;ACT;PRS;POS;IND;1;SG,0_6,N;AT+ALL;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
olkoon,olkoot,1_17,V;ACT;PRS;POS;IMP;3;SG,1_20,V;ACT;PRS;POS;IMP;3;PL,vaux;actv;imp;p3;sg - verb;actv;imp;p3;sg,vaux;actv;imp;p3;pl - verb;actv;imp;p3;pl,C
raukeamaan,raukea,1_18,V;IN+ALL;SG,1_11,V;ACT;PRS;POS;IND,verb;actv;infma;sg;ill - verb;agent;pst;sg;ill,verb;actv;imp;p2;sg - verb;actv;pri;conneg - adj;pst;sg;nom,C
päätänsä,päätänne,0_8,ADJ;GEADJ;SG,0_5,N;NOM;SG,n;sg;par;px3sp,n;sg;par;px2pl,ERR_SRC_SLOT_ERROR
jalustat,jalusta,0_13,ADJ;NOM;PL,0_1,ADJ;NOM;SG,n;pl;nom - verb;actv;pri;p2;sg,n;sg;par - n;sg;nom - verb;actv;imp;p2;sg - verb;actv;pri;conneg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
halusi,haluan,0_19,V;ACT;PRS;POS;COND,0_9,N;IN+ALL;SG,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg - verb;actv;past;p3;sg,verb;actv;pri;p1;sg,SRC_SLOT_ERROR;TGT_SLOT_ERROR
toimittava,toimittaisi,1_2,V.PTCP;ACT;PRS,1_13,V;ACT;PRS;POS;COND;3;SG,verb;pasv;pprs;pst;sg;nom - verb;actv;pprs;pst;sg;nom,verb;pasv;cni;impers;conneg - verb;actv;cni;conneg - verb;actv;cni;p3;sg,MAPPED_POS_PAIR_ERROR
serajalla,serajan,0_18,N;AT+ESS;SG,0_0,V;ACT;PRS;POS;IND;1;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
polttouhri,polttouhrien,0_1,ADJ;NOM;SG,0_0,V;ACT;PRS;POS;IND;1;SG,n;sg;nom,n;pl;gen,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
kukkulan,kukkulalle,0_0,V;ACT;PRS;POS;IND;1;SG,0_6,N;AT+ALL;SG,n;sg;gen,n;sg;all,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
tapahtuva,tapahtunut,1_2,V.PTCP;ACT;PRS,1_7,V;ACT;PST;POS;IND;SG,verb;actv;pprs;pst;sg;nom - n;sg;nom,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,MAPPED_POS_PAIR_ERROR
aaner,aanerille,1_11,V;ACT;PRS;POS;IND,1_15,N;AT+ALL;PL,,,UNK_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR
kuluta,kulunut,1_1,V;NFIN,1_7,V;ACT;PST;POS;IND;SG,verb;pasv;pri;impers;conneg - verb;actv;imp;p2;sg - verb;actv;pri;conneg,verb;actv;past;sg;conneg - verb;actv;pp;pst;sg;nom - adj;pst;sg;nom,SRC_SLOT_ERROR
lahjasta,lahjalla,0_17,N;IN+ABL;SG,0_18,N;AT+ESS;SG,n;sg;ela,n;sg;ade,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
huusain,huusai,1_3,V;ACT;PST;POS;IND;1;SG,1_4,V;ACT;PST;POS;IND;3;SG,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
alttari,alttarilla,0_1,ADJ;NOM;SG,0_18,N;AT+ESS;SG,n;sg;nom,n;sg;ade,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
aabrahamia,aabrahamille,1_21,N;PRT;PL,1_15,N;AT+ALL;PL,,,UNK_SRC_SLOT_ERROR;UNK_TGT_SLOT_ERROR;SRC_LEXICAL_ERROR TGT_LEXICAL_ERROR
pelastajani,pelastajat,0_16,N;GEN;SG,0_13,ADJ;NOM;PL,n;pl;nom;px1sg - n;sg;gen;px1sg - n;sg;nom;px1sg,n;pl;nom,ERR_TGT_SLOT_ERROR
hävittäjät,hävittäjäsi,0_13,ADJ;NOM;PL,0_19,V;ACT;PRS;POS;COND,n;pl;nom,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
perinnöksi,perinnöstä,0_2,ADJ;TRANS;SG,0_4,V;ACT;PRS;POS;IMP;2;SG,n;sg;tra,n;sg;ela,ERR_SRC_SLOT_ERROR;ERR_TGT_SLOT_ERROR
perikatonsa,perikatosi,0_12,N;NOM;PL,0_19,V;ACT;PRS;POS;COND,n;pl;nom;px3sp - n;sg;gen;px3sp - n;sg;nom;px3sp,n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,ERR_TGT_SLOT_ERROR
masennat,masennan,0_13,ADJ;NOM;PL,0_0,V;ACT;PRS;POS;IND;1;SG,verb;actv;pri;p2;sg,verb;actv;pri;p1;sg,SRC_SLOT_ERROR
riisukoot,riisukaa,1_20,V;ACT;PRS;POS;IMP;3;PL,1_22,V;ACT;PRS;POS;IMP;2;PL,verb;actv;imp;p3;pl,verb;actv;imp;p2;pl,C
pilkkopimeäsi,pilkkopimeäksi,0_19,V;ACT;PRS;POS;COND,0_2,ADJ;TRANS;SG,adj;pst;pl;nom;px2sg - adj;pst;sg;gen;px2sg - adj;pst;sg;nom;px2sg - n;pl;nom;px2sg - n;sg;gen;px2sg - n;sg;nom;px2sg,adj;pst;sg;tra - n;sg;tra,ERR_TGT_SLOT_ERROR
